PLAYER_NAME,TEAM_ABBREVIATION,POSITION,HEIGHT_INCHES,WEIGHT_LBS,PTS,REB,AST,STL,BLK,FG_PCT,FG3_PCT,FT_PCT
Jamison Battle,TOR,SF,79,220,7.1,2.7,0.9,0.3,0.2,0.429,0.405,0.889
Alex Caruso,OKC,SG,77,186,7.1,2.9,2.5,1.6,0.6,0.446,0.353,0.824
Jamal Shead,TOR,PG,73,200,7.1,1.5,4.2,0.8,0.1,0.405,0.323,0.768
Jeff Dowtin Jr.,PHI,PG,75,177,7.0,1.5,1.9,0.6,0.3,0.487,0.4,0.733
Marcus Garrett,CHO,SG,77,205,7.0,1.5,3.3,0.8,0.5,0.407,0.375,0.75
Isaiah Jackson,IND,C,80,205,7.0,5.6,1.0,0.6,1.6,0.609,0.0,0.5
Jaylen Sims,CHO,SG,78,210,7.0,1.0,2.0,0.5,0.2,0.429,0.4,0.8
Orlando Robinson,2TM,C,82,235,6.9,5.0,1.8,0.4,0.4,0.444,0.327,0.771
Jake LaRavia,2TM,PF,79,235,6.9,3.9,2.4,0.9,0.3,0.475,0.423,0.678
Ryan Dunn,PHO,SF,79,216,6.9,3.6,0.8,0.6,0.5,0.43,0.311,0.487
Jay Huff,MEM,C,85,240,6.9,2.0,0.6,0.3,0.9,0.515,0.405,0.786
Cameron Payne,NYK,PG,74,183,6.9,1.4,2.8,0.5,0.2,0.401,0.363,0.907
Antonio Reeves,NOP,SG,77,205,6.9,1.4,0.9,0.5,0.1,0.456,0.395,0.8
Cody Martin,2TM,SF,78,205,6.8,4.2,2.0,1.1,0.6,0.418,0.285,0.705
Bol Bol,PHO,PF,87,220,6.8,2.9,0.6,0.3,0.7,0.525,0.344,0.769
Eric Gordon,PHI,SG,75,215,6.8,1.2,1.7,0.7,0.3,0.426,0.409,0.75
Jaxson Hayes,LAL,C,84,220,6.8,4.8,1.0,0.6,0.9,0.722,0.0,0.622
Marcus Bagley,PHI,SF,78,217,6.7,7.0,1.0,0.9,1.2,0.391,0.156,0.8
DaQuan Jeffries,CHO,SG,77,222,6.7,2.9,1.1,0.6,0.5,0.405,0.335,0.8
Lester Quiñones,2TM,SG,76,208,6.6,1.5,1.8,0.2,0.2,0.397,0.295,0.846
Vasilije Micić,2TM,PG,75,188,6.6,2.2,3.1,0.4,0.0,0.348,0.36,0.829
Precious Achiuwa,NYK,C,80,243,6.6,5.6,1.0,0.8,0.7,0.502,0.278,0.594
Trayce Jackson-Davis,GSW,C,81,245,6.6,5.0,1.7,0.4,0.6,0.576,0.0,0.578
Marcus Sasser,DET,PG,73,195,6.6,1.2,2.3,0.6,0.1,0.463,0.382,0.843
Vince Williams Jr.,MEM,SG,76,205,6.6,3.6,2.0,0.4,0.3,0.401,0.274,0.792
Thomas Bryant,2TM,C,81,248,6.5,3.8,0.8,0.4,0.6,0.508,0.324,0.859
Donovan Clingan,POR,C,86,280,6.5,7.9,1.1,0.5,1.6,0.539,0.286,0.596
Seth Curry,CHO,SG,73,185,6.5,1.7,0.9,0.4,0.1,0.478,0.456,0.846
Haywood Highsmith,MIA,SF,77,220,6.5,3.4,1.5,0.9,0.5,0.458,0.382,0.721
Talen Horton-Tucker,CHI,SG,76,234,6.5,1.7,1.4,0.4,0.2,0.457,0.336,0.735
Trey Lyles,SAC,PF,81,234,6.5,4.6,1.2,0.6,0.3,0.42,0.34,0.7
Ajay Mitchell,OKC,SG,76,190,6.5,1.9,1.8,0.7,0.1,0.495,0.383,0.829
Gary Payton II,GSW,SG,74,195,6.5,3.0,1.3,0.8,0.3,0.574,0.326,0.711
Zach Collins,2TM,PF,81,240,6.4,4.5,1.7,0.5,0.5,0.507,0.302,0.885
Kris Dunn,LAC,PG,75,205,6.4,3.4,2.8,1.7,0.4,0.439,0.335,0.682
Ron Holland,DET,SF,78,215,6.4,2.7,1.0,0.6,0.2,0.474,0.238,0.754
KJ Martin,2TM,PF,78,215,6.4,2.9,1.1,0.4,0.5,0.552,0.259,0.787
Gabe Vincent,LAL,PG,74,200,6.4,1.3,1.4,0.7,0.2,0.4,0.353,0.714
Sandro Mamukelashvili,SAS,PF,81,240,6.3,3.1,0.8,0.4,0.3,0.502,0.373,0.741
Jeremiah Robinson-Earl,NOP,PF,81,240,6.3,4.8,1.3,0.6,0.1,0.455,0.341,0.836
Kenrich Williams,OKC,PF,79,210,6.3,3.5,1.4,0.6,0.1,0.483,0.386,0.718
Bones Hyland,2TM,PG,74,169,6.2,1.0,1.3,0.8,0.2,0.398,0.39,0.885
Jonathan Mogbo,TOR,PF,81,225,6.2,4.9,2.3,0.9,0.5,0.438,0.243,0.732
Ryan Rollins,MIL,PG,75,180,6.2,1.9,1.9,0.8,0.3,0.487,0.408,0.8
Dru Smith,MIA,SG,74,203,6.2,2.6,1.6,1.5,0.4,0.508,0.533,0.75
Isaac Okoro,CLE,SG,76,225,6.1,2.4,1.2,0.6,0.3,0.464,0.371,0.717
Jarace Walker,IND,PF,79,235,6.1,3.1,1.5,0.7,0.3,0.472,0.405,0.667
N'Faly Dante,HOU,C,83,230,6.0,5.3,0.5,0.3,1.3,0.769,0.0,0.8
Mouhamed Gueye,ATL,PF,83,210,6.0,4.2,0.8,0.8,1.0,0.421,0.259,0.762
